id,first_match,second_match,note
462_c,0,0,0
463_c,0,0,0
464_c,0,0,0
465_r,0,0,0
466_r,0,0,0
467_r,0,0,0
468_r,0,0,0
469_l,0,0,0
470_r,0,0,0
471_l,0,0,0
472_c,0,0,0
473_l,0,0,0
474_c,0,0,0
475_r,0,0,0
476_l,0,0,0
477_l,0,0,0
478_c,0,0,0
479_r,0,0,0
480_l,0,0,0
481_r,0,0,0
482_r,0,0,0
483_r,0,0,0
484_r,0,0,0
485_c,0,0,0
486_c,0,0,0
487_c,0,0,0
488_c,0,0,0
489_l,0,0,0
490_l,0,0,0
491_r,0,0,0
492_r,0,0,0
493_l,0,0,0
494_c,0,0,0
495_r,0,0,0
496_l,0,0,0
497_l,0,0,0
498_c,0,0,0
499_c,0,0,0
500_l,0,0,0
501_l,0,0,0
502_l,0,0,0
503_l,0,0,0
504_l,0,0,0
505_c,0,0,0
506_c,0,0,0
507_r,0,0,0
508_c,0,0,0
509_r,0,0,0
510_l,0,0,0
511_r,0,0,0
512_l,0,0,0
513_l,0,0,0
514_c,0,0,0
515_c,0,0,0
516_c,0,0,0
517_c,0,0,0
518_c,0,0,0
519_l,0,0,0
520_c,0,0,0
521_c,0,0,0
522_r,0,0,0
523_r,0,0,0
524_l,0,0,0
525_l,0,0,0
526_l,0,0,0
527_c,0,0,0
528_r,0,0,0
529_c,0,0,0
530_r,0,0,0
531_r,0,0,0
532_r,0,0,0
533_c,0,0,0
534_c,0,0,0
535_c,0,0,0
536_r,0,0,0
537_l,0,0,0
538_r,0,0,0
539_c,0,0,0
540_r,0,0,0
541_r,0,0,0
542_c,0,0,0
543_l,0,0,0
544_l,0,0,0
545_r,0,0,0
546_l,0,0,0
547_r,0,0,0
548_r,0,0,0
549_r,0,0,0
550_l,0,0,0
551_l,0,0,0
552_c,0,0,0
553_r,0,0,0
554_c,0,0,0
555_l,0,0,0
556_c,0,0,0
557_r,0,0,0
558_c,0,0,0
559_l,0,0,0
560_r,0,0,0
561_l,0,0,0
562_r,0,0,0
563_l,0,0,0
564_l,0,0,0
565_r,0,0,0
566_r,0,0,0
567_c,0,0,0
568_l,0,0,0
569_r,0,0,0
570_l,0,0,0
571_r,0,0,0
572_l,0,0,0
573_r,0,0,0
574_c,0,0,0
575_l,0,0,0
576_l,0,0,0
577_c,0,0,0
578_l,0,0,0
579_r,0,0,0
580_c,0,0,0
581_r,0,0,0
582_l,0,0,0
583_r,0,0,0
584_r,0,0,0
585_c,0,0,0
586_r,0,0,0
587_l,0,0,0
588_c,0,0,0
589_l,0,0,0
590_c,0,0,0
591_r,0,0,0
592_r,0,0,0
593_c,0,0,0
594_l,0,0,0
595_c,0,0,0
596_r,0,0,0
597_r,0,0,0
598_l,0,0,0
599_r,0,0,0
600_c,0,0,0
601_r,0,0,0
602_r,0,0,0
603_c,0,0,0
604_c,0,0,0
605_c,0,0,0
606_l,0,0,0
607_l,0,0,0
608_r,0,0,0
609_l,0,0,0
610_l,0,0,0
611_l,0,0,0
612_r,0,0,0
613_l,0,0,0
614_c,0,0,0
615_l,0,0,0
616_l,0,0,0
617_r,0,0,0
618_r,0,0,0
619_r,0,0,0
620_l,0,0,0
621_r,0,0,0
622_l,0,0,0
623_r,0,0,0
624_c,0,0,0
625_c,0,0,0
626_r,0,0,0
627_l,0,0,0
628_l,0,0,0
629_r,0,0,0
630_r,0,0,0
631_c,0,0,0
632_l,0,0,0
633_r,0,0,0
634_l,0,0,0
635_c,0,0,0
636_c,0,0,0
637_l,0,0,0
638_r,0,0,0
639_l,0,0,0
640_l,0,0,0
641_l,0,0,0
642_r,0,0,0
643_l,0,0,0
644_c,0,0,0
645_c,0,0,0
646_c,0,0,0
647_l,0,0,0
648_r,0,0,0
649_l,0,0,0
650_l,0,0,0
651_l,0,0,0
652_r,0,0,0
653_r,0,0,0
654_l,0,0,0
655_r,0,0,0
656_l,0,0,0
657_l,0,0,0
658_r,0,0,0
659_c,0,0,0
660_r,0,0,0
661_l,0,0,0
662_r,0,0,0
663_r,0,0,0
664_r,0,0,0
665_c,0,0,0
666_c,0,0,0
667_c,0,0,0
668_r,0,0,0
669_l,0,0,0
670_c,0,0,0
671_l,0,0,0
672_c,0,0,0
673_r,0,0,0
674_r,0,0,0
675_c,0,0,0
676_r,0,0,0
677_l,0,0,0
678_r,0,0,0
679_c,0,0,0
680_r,0,0,0
681_r,0,0,0
682_r,0,0,0
683_r,0,0,0
684_r,0,0,0
685_r,0,0,0
686_l,0,0,0
687_l,0,0,0
688_r,0,0,0
689_c,0,0,0
690_r,0,0,0
691_r,0,0,0
692_r,0,0,0
693_c,0,0,0
694_l,0,0,0
695_r,0,0,0
696_r,0,0,0
697_r,0,0,0
698_c,0,0,0
699_c,0,0,0
700_l,0,0,0
701_r,0,0,0
702_r,0,0,0
703_c,0,0,0
704_c,0,0,0
705_l,0,0,0
706_c,0,0,0
707_r,0,0,0
708_c,0,0,0
709_l,0,0,0
710_r,0,0,0
711_r,0,0,0
712_c,0,0,0
713_r,0,0,0
714_c,0,0,0
715_r,0,0,0
716_r,0,0,0
717_r,0,0,0
718_r,0,0,0
719_r,0,0,0
720_c,0,0,0
721_c,0,0,0
722_c,0,0,0
723_c,0,0,0
724_r,0,0,0
725_l,0,0,0
726_l,0,0,0
727_r,0,0,0
728_c,0,0,0
729_r,0,0,0
730_l,0,0,0
731_l,0,0,0
732_l,0,0,0
733_c,0,0,0
734_c,0,0,0
735_r,0,0,0
736_l,0,0,0
737_c,0,0,0
738_l,0,0,0
739_c,0,0,0
740_r,0,0,0
741_l,0,0,0
742_r,0,0,0
743_r,0,0,0
744_r,0,0,0
745_l,0,0,0
746_c,0,0,0
747_c,0,0,0
748_c,0,0,0
749_r,0,0,0
750_r,0,0,0
751_l,0,0,0
752_c,0,0,0
753_c,0,0,0
754_c,0,0,0
755_r,0,0,0
756_l,0,0,0
757_r,0,0,0
758_r,0,0,0
759_l,0,0,0
760_l,0,0,0
761_r,0,0,0
762_c,0,0,0
763_l,0,0,0
764_r,0,0,0
765_c,0,0,0
766_l,0,0,0
767_l,0,0,0
768_c,0,0,0
769_c,0,0,0
770_c,0,0,0
771_l,0,0,0
772_l,0,0,0
773_l,0,0,0
774_c,0,0,0
775_l,0,0,0
776_c,0,0,0
777_l,0,0,0
778_l,0,0,0
779_l,0,0,0
780_r,0,0,0
781_r,0,0,0
782_c,0,0,0
783_r,0,0,0
784_r,0,0,0
785_l,0,0,0
786_r,0,0,0
787_c,0,0,0
788_c,0,0,0
789_c,0,0,0
790_c,0,0,0
791_r,0,0,0
792_c,0,0,0
793_c,0,0,0
794_r,0,0,0
795_l,0,0,0
796_r,0,0,0
797_r,0,0,0
798_r,0,0,0
799_c,0,0,0
800_l,0,0,0
801_c,0,0,0
802_c,0,0,0
803_c,0,0,0
804_l,0,0,0
805_r,0,0,0
806_r,0,0,0
807_l,0,0,0
808_l,0,0,0
809_l,0,0,0
810_c,0,0,0
811_c,0,0,0
812_r,0,0,0
813_c,0,0,0
814_c,0,0,0
815_c,0,0,0
816_c,0,0,0
817_l,0,0,0
818_c,0,0,0
819_r,0,0,0
820_c,0,0,0
821_l,0,0,0
822_r,0,0,0
823_r,0,0,0
824_c,0,0,0
825_l,0,0,0
826_r,0,0,0
827_r,0,0,0
828_r,0,0,0
829_r,0,0,0
830_l,0,0,0
831_r,0,0,0
832_c,0,0,0
833_c,0,0,0
834_l,0,0,0
835_c,0,0,0
836_l,0,0,0
837_l,0,0,0
838_c,0,0,0
839_l,0,0,0
840_r,0,0,0
841_l,0,0,0
842_r,0,0,0
843_l,0,0,0
844_l,0,0,0
845_l,0,0,0
846_c,0,0,0
847_l,0,0,0
848_c,0,0,0
849_c,0,0,0
850_l,0,0,0
851_c,0,0,0
852_c,0,0,0
853_c,0,0,0
854_r,0,0,0
855_l,0,0,0
856_c,0,0,0
857_r,0,0,0
858_r,0,0,0
859_c,0,0,0
860_l,0,0,0
861_l,0,0,0
862_c,0,0,0
863_r,0,0,0
864_l,0,0,0
865_c,0,0,0
866_c,0,0,0
867_l,0,0,0
868_l,0,0,0
869_r,0,0,0
870_l,0,0,0
871_r,0,0,0
872_r,0,0,0
873_r,0,0,0
874_r,0,0,0
875_r,0,0,0
876_c,0,0,0
877_r,0,0,0
878_r,0,0,0
879_l,0,0,0
880_c,0,0,0
881_c,0,0,0
882_l,0,0,0
883_l,0,0,0
884_c,0,0,0
885_c,0,0,0
886_r,0,0,0
887_l,0,0,0
888_c,0,0,0
889_r,0,0,0
890_l,0,0,0
891_c,0,0,0
892_r,0,0,0
893_r,0,0,0
894_l,0,0,0
895_r,0,0,0
896_r,0,0,0
897_l,0,0,0
898_l,0,0,0
899_l,0,0,0
900_l,0,0,0
901_l,0,0,0
902_r,0,0,0
903_r,0,0,0
904_c,0,0,0
905_c,0,0,0
906_c,0,0,0
907_l,0,0,0
908_c,0,0,0
909_r,0,0,0
910_l,0,0,0
911_l,0,0,0
912_l,0,0,0
913_r,0,0,0
914_r,0,0,0
915_l,0,0,0
916_l,0,0,0
917_l,0,0,0
918_r,0,0,0
919_r,0,0,0
920_r,0,0,0
921_l,0,0,0
922_l,0,0,0
923_r,0,0,0
924_r,0,0,0
925_r,0,0,0
926_l,0,0,0
927_r,0,0,0
928_r,0,0,0
929_l,0,0,0
930_r,0,0,0
931_c,0,0,0
932_c,0,0,0
933_l,0,0,0
934_l,0,0,0
935_l,0,0,0
936_c,0,0,0
937_r,0,0,0
938_l,0,0,0
939_r,0,0,0
940_c,0,0,0
941_c,0,0,0
942_r,0,0,0
943_l,0,0,0
944_l,0,0,0
945_r,0,0,0
946_r,0,0,0
947_l,0,0,0
948_c,0,0,0
949_l,0,0,0
950_r,0,0,0
951_r,0,0,0
952_r,0,0,0
953_c,0,0,0
954_l,0,0,0
955_r,0,0,0
956_r,0,0,0
957_r,0,0,0
958_c,0,0,0
959_r,0,0,0
960_c,0,0,0
961_l,0,0,0
962_l,0,0,0
963_l,0,0,0
964_c,0,0,0
965_r,0,0,0
966_r,0,0,0
967_r,0,0,0
968_c,0,0,0
969_l,0,0,0
970_c,0,0,0
971_l,0,0,0
972_l,0,0,0
973_c,0,0,0
974_r,0,0,0
975_c,0,0,0
976_r,0,0,0
977_r,0,0,0
978_r,0,0,0
979_l,0,0,0
980_r,0,0,0
981_c,0,0,0
982_r,0,0,0
983_c,0,0,0
984_c,0,0,0
985_l,0,0,0
986_l,0,0,0
987_l,0,0,0
988_l,0,0,0
989_l,0,0,0
990_c,0,0,0
991_r,0,0,0
992_r,0,0,0
993_c,0,0,0
994_l,0,0,0
995_r,0,0,0
996_c,0,0,0
997_l,0,0,0
998_r,0,0,0
999_c,0,0,0
Conclusion,0,0,0
